datetime,cpu
2025-01-01 00:00:00,14.941702723503113
2025-01-01 00:30:00,27.38702094554901
2025-01-01 01:00:00,46.6541633605957
2025-01-01 01:30:00,35.577303528785706
2025-01-01 02:00:00,25.736459970474243
2025-01-01 02:30:00,21.30914318561554
2025-01-01 03:00:00,21.819039702415466
2025-01-01 03:30:00,40.249109387397766
2025-01-01 04:00:00,33.358264088630676
2025-01-01 04:30:00,27.223997354507446
2025-01-01 05:00:00,33.61198818683624
2025-01-01 05:30:00,20.062978148460388
2025-01-01 06:00:00,33.92361330986023
2025-01-01 06:30:00,31.98814594745636
2025-01-01 07:00:00,29.76861083507538
2025-01-01 07:30:00,15.733709335327148
2025-01-01 08:00:00,18.9442058801651
2025-01-01 08:30:00,24.222546815872192
2025-01-01 09:00:00,45.6406888961792
2025-01-01 09:30:00,25.303457736968994
2025-01-01 10:00:00,39.339731097221375
2025-01-01 10:30:00,39.54014790058136
2025-01-01 11:00:00,31.622970700263977
2025-01-01 11:30:00,16.38739711046219
2025-01-01 12:00:00,37.8006237745285
2025-01-01 12:30:00,33.070623993873596
2025-01-01 13:00:00,35.90497040748596
2025-01-01 13:30:00,40.79734539985657
2025-01-01 14:00:00,36.45863378047943
2025-01-01 14:30:00,32.19517922401428
2025-01-01 15:00:00,37.66223108768463
2025-01-01 15:30:00,37.83653497695923
2025-01-01 16:00:00,49.48396110534668
2025-01-01 16:30:00,29.52442467212677
2025-01-01 17:00:00,19.627026915550232
2025-01-01 17:30:00,26.368599772453308
2025-01-01 18:00:00,40.87570917606354
2025-01-01 18:30:00,41.54396045207977
2025-01-01 19:00:00,29.002284049987793
2025-01-01 19:30:00,32.647870659828186
2025-01-01 20:00:00,23.538741946220398
2025-01-01 20:30:00,44.2951465845108
2025-01-01 21:00:00,24.25157868862152
2025-01-01 21:30:00,42.14008891582489
2025-01-01 22:00:00,32.35047483444214
2025-01-01 22:30:00,17.714465618133545
2025-01-01 23:00:00,16.452917218208313
2025-01-01 23:30:00,13.277213484048843
2025-01-02 00:00:00,22.486955523490906
2025-01-02 00:30:00,21.70091700553894
2025-01-02 01:00:00,19.898024439811707
2025-01-02 01:30:00,33.036670446395874
2025-01-02 02:00:00,26.757877707481384
2025-01-02 02:30:00,42.21483778953552
2025-01-02 03:00:00,37.71969401836395
2025-01-02 03:30:00,30.072628140449524
2025-01-02 04:00:00,28.673065066337585
2025-01-02 04:30:00,23.621807098388672
2025-01-02 05:00:00,34.574538588523865
2025-01-02 05:30:00,26.38031315803528
2025-01-02 06:00:00,26.071632027626038
2025-01-02 06:30:00,43.08284246921539
2025-01-02 07:00:00,25.38547646999359
2025-01-02 07:30:00,20.240904450416565
2025-01-02 08:00:00,29.09105694293976
2025-01-02 08:30:00,35.76176619529724
2025-01-02 09:00:00,20.194218635559082
2025-01-02 09:30:00,29.379160165786743
2025-01-02 10:00:00,40.67925274372101
2025-01-02 10:30:00,20.29361093044281
2025-01-02 11:00:00,23.35299003124237
2025-01-02 11:30:00,23.30318248271942
2025-01-02 12:00:00,29.33499777317047
2025-01-02 12:30:00,30.601510405540466
2025-01-02 13:00:00,33.97688055038452
2025-01-02 13:30:00,38.07083773612976
2025-01-02 14:00:00,36.10039293766022
2025-01-02 14:30:00,44.21562123298645
2025-01-02 15:00:00,50.734602212905884
2025-01-02 15:30:00,49.94786024093628
2025-01-02 16:00:00,38.71904933452606
2025-01-02 16:30:00,32.35721147060394
