datetime,cpu
2025-01-01 00:00:00,41.474143862724304
2025-01-01 00:30:00,65.12944906949997
2025-01-01 01:00:00,32.54662209749222
2025-01-01 01:30:00,24.91048112511635
2025-01-01 02:00:00,30.93625897169113
2025-01-01 02:30:00,21.646638214588165
2025-01-01 03:00:00,29.942586928606033
2025-01-01 03:30:00,50.424615889787674
2025-01-01 04:00:00,23.035292387008667
2025-01-01 04:30:00,50.73521772027016
2025-01-01 05:00:00,45.46217319369316
2025-01-01 05:30:00,62.95812129974365
2025-01-01 06:00:00,44.78681570291519
2025-01-01 06:30:00,43.883519530296326
2025-01-01 07:00:00,27.317205905914307
2025-01-01 07:30:00,54.82991850376129
2025-01-01 08:00:00,42.61135983467102
2025-01-01 08:30:00,43.67773613333702
2025-01-01 09:00:00,46.305522322654724
2025-01-01 09:30:00,40.76816385984421
2025-01-01 10:00:00,23.33216568827629
2025-01-01 10:30:00,26.182160943746567
2025-01-01 11:00:00,24.910138562321663
2025-01-01 11:30:00,20.658487647771835
2025-01-01 12:00:00,19.750970870256424
2025-01-01 12:30:00,31.968809723854065
2025-01-01 13:00:00,48.88709577918053
2025-01-01 13:30:00,79.00628340244293
2025-01-01 14:00:00,59.55116808414459
2025-01-01 14:30:00,58.3412652015686
2025-01-01 15:00:00,38.48317462205887
2025-01-01 15:30:00,52.65130007266998
2025-01-01 16:00:00,46.47103363275528
2025-01-01 16:30:00,23.90789522230625
2025-01-01 17:00:00,37.33447340130806
2025-01-01 17:30:00,56.42594313621521
2025-01-01 18:00:00,36.73619398474693
2025-01-01 18:30:00,72.30772668123245
2025-01-01 19:00:00,32.87207409739494
2025-01-01 19:30:00,48.143081188201904
2025-01-01 20:00:00,39.54257535934448
2025-01-01 20:30:00,47.985103368759155
2025-01-01 21:00:00,53.4295449256897
2025-01-01 21:30:00,37.3412090241909
2025-01-01 22:00:00,35.92540422081947
2025-01-01 22:30:00,59.82263970375061
2025-01-01 23:00:00,34.48549860715866
2025-01-01 23:30:00,13.555690929293633
2025-01-02 00:00:00,25.90451741218567
2025-01-02 00:30:00,17.358834639191628
2025-01-02 01:00:00,76.83528518676758
2025-01-02 01:30:00,20.36225900053978
2025-01-02 02:00:00,35.97274726629257
2025-01-02 02:30:00,9.684589698910713
2025-01-02 03:00:00,39.10187482833862
2025-01-02 03:30:00,8.198487251996994
2025-01-02 04:00:00,15.372911393642426
2025-01-02 04:30:00,27.6799755692482
2025-01-02 05:00:00,57.987751960754395
2025-01-02 05:30:00,46.22914093732834
2025-01-02 06:00:00,52.43227958679199
2025-01-02 06:30:00,57.15988898277283
2025-01-02 07:00:00,36.987265050411224
2025-01-02 07:30:00,53.245069801807404
2025-01-02 08:00:00,33.66366010904312
2025-01-02 08:30:00,10.325547814369202
2025-01-02 09:00:00,5.543984778225422
2025-01-02 09:30:00,22.097196459770203
2025-01-02 10:00:00,57.599756956100464
2025-01-02 10:30:00,38.40499225258827
2025-01-02 11:00:00,44.03298965096474
2025-01-02 11:30:00,61.51934599876404
2025-01-02 12:00:00,67.88397771120071
2025-01-02 12:30:00,59.46764636039734
2025-01-02 13:00:00,29.44735097885132
2025-01-02 13:30:00,51.244925141334534
2025-01-02 14:00:00,33.91498267650604
2025-01-02 14:30:00,41.59846958518028
2025-01-02 15:00:00,29.064932376146317
2025-01-02 15:30:00,29.353786528110504
2025-01-02 16:00:00,11.598888412117958
2025-01-02 16:30:00,38.89293175935745
2025-01-02 17:00:00,32.26138436794281
2025-01-02 17:30:00,31.44609647989273
2025-01-02 18:00:00,49.26262265443802
2025-01-02 18:30:00,54.53615862131119
2025-01-02 19:00:00,26.35342499613762
2025-01-02 19:30:00,42.43309998512268
2025-01-02 20:00:00,43.469033002853394
2025-01-02 20:30:00,57.61947238445282
2025-01-02 21:00:00,58.62205684185028
2025-01-02 21:30:00,44.93195825815201
2025-01-02 22:00:00,46.04609966278076
2025-01-02 22:30:00,38.84264874458313
2025-01-02 23:00:00,34.99960586428642
2025-01-02 23:30:00,54.07496792078018
2025-01-03 00:00:00,35.170259952545166
2025-01-03 00:30:00,30.038105577230453
2025-01-03 01:00:00,60.65509331226349
2025-01-03 01:30:00,44.450745701789856
2025-01-03 02:00:00,47.69607576727867
2025-01-03 02:30:00,49.75851193070412
2025-01-03 03:00:00,38.785271644592285
2025-01-03 03:30:00,21.31415717303753
2025-01-03 04:00:00,21.121681690216064
2025-01-03 04:30:00,21.75360019505024
2025-01-03 05:00:00,31.876028686761856
2025-01-03 05:30:00,31.51703444123268
2025-01-03 06:00:00,51.903246998786926
2025-01-03 06:30:00,72.13183152675629
2025-01-03 07:00:00,66.42778807878494
2025-01-03 07:30:00,22.732371479272842
2025-01-03 08:00:00,41.440222918987274
2025-01-03 08:30:00,59.463842034339905
2025-01-03 09:00:00,36.03201496601105
2025-01-03 09:30:00,38.878359109163284
2025-01-03 10:00:00,39.13485336303711
2025-01-03 10:30:00,14.442337393760681
2025-01-03 11:00:00,5.8483612164855
2025-01-03 11:30:00,34.80349516868591
2025-01-03 12:00:00,28.50852656364441
2025-01-03 12:30:00,28.31525754928589
2025-01-03 13:00:00,38.44711446762085
2025-01-03 13:30:00,28.168767869472504
2025-01-03 14:00:00,55.17205345630646
2025-01-03 14:30:00,22.261800050735474
2025-01-03 15:00:00,31.18680390715599
2025-01-03 15:30:00,52.11914539337158
2025-01-03 16:00:00,58.8656319975853
2025-01-03 16:30:00,31.48345172405243
2025-01-03 17:00:00,57.04175251722336
2025-01-03 17:30:00,44.80078995227814
